Wavelength_nm,Raw_Counts,Display_Value
904.1036,1104.36,1104.3564
904.4211,1103.88,1103.8760
904.7386,1103.85,1103.8523
905.0562,1104.20,1104.1993
905.3737,1103.46,1103.4562
905.6913,1103.65,1103.6479
906.0088,1103.76,1103.7606
906.3263,1103.32,1103.3227
906.6439,1103.63,1103.6315
906.9614,1104.27,1104.2711
907.2789,1103.56,1103.5598
907.5965,1103.39,1103.3858
907.9140,1104.59,1104.5882
908.2316,1103.77,1103.7665
908.5491,1103.38,1103.3802
908.8666,1104.27,1104.2667
909.1842,1103.91,1103.9112
909.5017,1103.25,1103.2518
909.8192,1104.16,1104.1566
910.1368,1103.63,1103.6272
910.4543,1102.98,1102.9841
910.7719,1103.66,1103.6632
911.0894,1103.83,1103.8305
911.4069,1104.24,1104.2379
911.7245,1103.28,1103.2796
912.0420,1103.80,1103.8041
912.3596,1103.66,1103.6578
912.6771,1103.56,1103.5619
912.9946,1103.94,1103.9418
913.3122,1103.86,1103.8614
913.6297,1103.51,1103.5071
913.9472,1103.51,1103.5059
914.2648,1103.69,1103.6916
914.5823,1103.47,1103.4742
914.8999,1102.52,1102.5210
915.2174,1104.00,1104.0042
915.5349,1103.08,1103.0779
915.8525,1103.24,1103.2374
916.1700,1103.46,1103.4641
916.4875,1103.22,1103.2198
916.8051,1103.30,1103.3046
917.1226,1102.91,1102.9100
917.4402,1103.38,1103.3770
917.7577,1103.18,1103.1758
918.0752,1102.87,1102.8656
918.3928,1102.36,1102.3602
918.7103,1104.03,1104.0298
919.0278,1102.01,1102.0103
919.3454,1102.78,1102.7799
919.6629,1103.10,1103.0981
919.9805,1102.92,1102.9181
920.2980,1102.70,1102.7028
920.6155,1103.97,1103.9746
920.9331,1103.40,1103.4006
921.2506,1103.11,1103.1127
921.5681,1103.99,1103.9942
921.8857,1102.84,1102.8411
922.2032,1103.08,1103.0799
922.5208,1103.08,1103.0811
922.8383,1102.90,1102.9015
923.1558,1102.88,1102.8755
923.4734,1102.55,1102.5467
923.7909,1103.14,1103.1386
924.1085,1102.09,1102.0887
924.4260,1102.03,1102.0318
924.7435,1103.31,1103.3133
925.0611,1103.16,1103.1633
925.3786,1101.13,1101.1266
925.6961,1102.01,1102.0125
926.0137,1103.01,1103.0067
926.3312,1102.85,1102.8476
926.6488,1102.57,1102.5743
926.9663,1102.42,1102.4195
927.2838,1102.33,1102.3344
927.6014,1103.18,1103.1850
927.9189,1102.40,1102.4041
928.2364,1102.64,1102.6365
928.5540,1102.33,1102.3284
928.8715,1102.40,1102.3999
929.1891,1102.96,1102.9571
929.5066,1103.00,1103.0000
929.8241,1102.23,1102.2265
930.1417,1102.16,1102.1568
930.4592,1101.33,1101.3350
930.7767,1102.47,1102.4655
931.0943,1102.31,1102.3118
931.4118,1102.78,1102.7768
931.7294,1102.60,1102.6001
932.0469,1102.17,1102.1702
932.3644,1102.21,1102.2121
932.6820,1101.28,1101.2831
932.9995,1101.96,1101.9577
933.3170,1101.67,1101.6689
933.6346,1101.40,1101.4023
933.9521,1102.63,1102.6273
934.2697,1102.60,1102.6023
934.5872,1101.51,1101.5148
934.9047,1102.43,1102.4342
935.2223,1101.76,1101.7584
935.5398,1102.04,1102.0445
935.8574,1102.17,1102.1666
936.1749,1102.54,1102.5437
936.4924,1101.64,1101.6423
936.8100,1102.65,1102.6543
937.1275,1101.69,1101.6920
937.4450,1101.85,1101.8501
937.7626,1102.95,1102.9486
938.0801,1101.35,1101.3522
938.3977,1102.08,1102.0765
938.7152,1102.73,1102.7339
939.0327,1102.04,1102.0374
939.3503,1101.17,1101.1702
939.6678,1101.84,1101.8447
939.9853,1102.40,1102.3981
940.3029,1102.41,1102.4089
940.6204,1101.95,1101.9482
940.9380,1102.69,1102.6894
941.2555,1102.68,1102.6827
941.5730,1101.53,1101.5316
941.8906,1101.95,1101.9529
942.2081,1102.33,1102.3285
942.5256,1102.18,1102.1786
942.8432,1101.54,1101.5357
943.1607,1102.20,1102.1975
943.4783,1102.18,1102.1820
943.7958,1101.74,1101.7392
944.1133,1102.17,1102.1664
944.4309,1101.75,1101.7535
944.7484,1102.01,1102.0127
945.0660,1102.29,1102.2911
945.3835,1102.05,1102.0497
945.7010,1101.86,1101.8649
946.0186,1101.39,1101.3931
946.3361,1102.59,1102.5938
946.6536,1101.36,1101.3626
946.9712,1101.90,1101.8976
947.2887,1101.68,1101.6757
947.6063,1101.70,1101.6959
947.9238,1101.49,1101.4889
948.2413,1101.27,1101.2745
948.5589,1101.23,1101.2305
948.8764,1101.64,1101.6384
949.1939,1101.55,1101.5493
949.5115,1101.57,1101.5697
949.8290,1101.85,1101.8500
950.1466,1100.89,1100.8945
950.4641,1101.06,1101.0642
950.7816,1101.72,1101.7181
951.0992,1101.91,1101.9142
951.4167,1101.91,1101.9138
951.7342,1101.27,1101.2667
952.0518,1101.25,1101.2451
952.3693,1101.25,1101.2465
952.6869,1101.19,1101.1916
953.0044,1100.73,1100.7292
953.3219,1101.62,1101.6215
953.6395,1101.61,1101.6053
953.9570,1101.99,1101.9894
954.2745,1100.84,1100.8396
954.5921,1101.04,1101.0374
954.9096,1101.23,1101.2295
955.2272,1101.51,1101.5131
955.5447,1101.65,1101.6491
955.8622,1102.03,1102.0273
956.1798,1101.52,1101.5182
956.4973,1101.25,1101.2510
956.8149,1101.11,1101.1132
957.1324,1100.42,1100.4217
957.4499,1101.00,1101.0007
957.7675,1101.14,1101.1352
958.0850,1101.38,1101.3817
958.4025,1101.37,1101.3693
958.7201,1100.30,1100.3036
959.0376,1100.86,1100.8606
959.3552,1101.79,1101.7853
959.6727,1101.35,1101.3517
959.9902,1101.25,1101.2491
960.3078,1101.67,1101.6714
960.6253,1101.70,1101.7026
960.9428,1101.24,1101.2415
961.2604,1100.61,1100.6149
961.5779,1101.02,1101.0156
961.8955,1101.76,1101.7555
962.2130,1101.90,1101.8970
962.5305,1101.89,1101.8922
962.8481,1100.53,1100.5303
963.1656,1101.34,1101.3403
963.4831,1100.64,1100.6352
963.8007,1101.45,1101.4473
964.1182,1102.18,1102.1758
964.4358,1101.13,1101.1319
964.7533,1101.54,1101.5442
965.0708,1102.53,1102.5297
965.3884,1101.31,1101.3117
965.7059,1100.89,1100.8876
966.0234,1101.37,1101.3656
966.3410,1101.21,1101.2099
966.6585,1101.70,1101.7022
966.9761,1100.63,1100.6287
967.2936,1101.30,1101.2981
967.6111,1100.08,1100.0838
967.9287,1101.45,1101.4533
968.2462,1100.61,1100.6088
968.5638,1102.27,1102.2663
968.8813,1101.59,1101.5854
969.1988,1101.28,1101.2813
969.5164,1101.11,1101.1113
969.8339,1100.09,1100.0888
970.1514,1101.72,1101.7196
970.4690,1100.56,1100.5568
970.7865,1100.59,1100.5901
971.1041,1100.23,1100.2252
971.4216,1101.10,1101.1001
971.7391,1100.04,1100.0374
972.0567,1101.11,1101.1063
972.3742,1101.06,1101.0628
972.6917,1101.17,1101.1683
973.0093,1101.25,1101.2510
973.3268,1100.59,1100.5900
973.6444,1100.67,1100.6693
973.9619,1100.70,1100.7037
974.2794,1101.27,1101.2703
974.5970,1101.08,1101.0751
974.9145,1101.09,1101.0948
975.2320,1101.45,1101.4494
975.5496,1100.31,1100.3081
975.8671,1101.82,1101.8213
976.1847,1100.55,1100.5547
976.5022,1101.06,1101.0584
976.8197,1100.96,1100.9590
977.1373,1100.72,1100.7200
977.4548,1100.54,1100.5355
977.7723,1100.97,1100.9663
978.0899,1101.12,1101.1242
978.4074,1100.51,1100.5082
978.7250,1100.89,1100.8871
979.0425,1101.04,1101.0388
979.3600,1101.18,1101.1778
979.6776,1100.83,1100.8326
979.9951,1100.21,1100.2076
980.3127,1101.38,1101.3827
980.6302,1100.38,1100.3776
980.9477,1099.95,1099.9494
981.2653,1100.23,1100.2253
981.5828,1101.10,1101.0977
981.9003,1101.10,1101.1043
982.2179,1100.42,1100.4239
982.5354,1100.86,1100.8647
982.8530,1100.66,1100.6639
983.1705,1099.80,1099.8008
983.4880,1101.04,1101.0417
983.8056,1100.51,1100.5079
984.1231,1100.67,1100.6675
984.4406,1100.51,1100.5065
984.7582,1100.75,1100.7519
985.0757,1100.38,1100.3800
985.3933,1100.02,1100.0231
985.7108,1100.38,1100.3801
986.0283,1100.94,1100.9400
986.3459,1100.17,1100.1682
986.6634,1101.53,1101.5254
986.9809,1101.15,1101.1515
987.2985,1100.61,1100.6075
987.6160,1100.14,1100.1411
987.9336,1100.89,1100.8854
988.2511,1100.77,1100.7741
988.5686,1099.99,1099.9857
988.8862,1100.48,1100.4774
989.2037,1101.02,1101.0183
989.5213,1100.69,1100.6946
989.8388,1100.86,1100.8592
990.1563,1101.02,1101.0153
990.4739,1101.02,1101.0160
990.7914,1101.29,1101.2880
991.1089,1100.37,1100.3729
991.4265,1099.95,1099.9497
991.7440,1100.82,1100.8228
992.0616,1101.02,1101.0172
992.3791,1100.43,1100.4307
992.6966,1101.25,1101.2522
993.0142,1100.65,1100.6455
993.3317,1100.97,1100.9748
993.6492,1100.37,1100.3737
993.9668,1100.93,1100.9261
994.2843,1100.18,1100.1797
994.6019,1101.06,1101.0645
994.9194,1100.13,1100.1341
995.2369,1100.55,1100.5542
995.5545,1100.71,1100.7058
995.8720,1100.43,1100.4294
996.1895,1100.13,1100.1272
996.5071,1100.98,1100.9850
996.8246,1100.24,1100.2434
997.1422,1100.31,1100.3069
997.4597,1100.18,1100.1778
997.7772,1099.74,1099.7361
998.0948,1099.60,1099.6035
998.4123,1100.89,1100.8879
998.7298,1100.00,1099.9950
999.0474,1101.75,1101.7494
999.3649,1100.69,1100.6936
999.6825,1100.94,1100.9416
1000.0000,1101.10,1101.0971
